"Story","Title","Result","Date","Stability","Duration (s)"
"Validate in the bancolombia page that the document of virtual inversion is the correct one","As an user I need to validate that the document of virtual inversion is the correct one","SUCCESS","2023-08-04T14:42:45.145-05:00[America/Bogota]","0.0","16.55"
